chrm	start	end	target_id	Gene	isoform	value	strand	Synonym	Product	PID
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0965	1	.	+	ZMO1_ZMO0965	efflux pump membrane protein	AVZ42214.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0966	1	.	+	emrB	EmrB/QacA subfamily drug resistance transporter	AVZ42215.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0967	1	.	+	ZMO1_ZMO0967	NupC-like Na+ dependent nucleoside transporter	AVZ42216.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0968	1	.	+	ZMO1_ZMO0968	hypothetical protein	AVZ42217.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0969	1	.	+	ZMO1_ZMO0969	xanthine/uracil/vitamin C permease	AVZ42218.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0970	1	.	+	ZMO1_ZMO0970	purine nucleoside permease	AVZ42219.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0971	1	.	+	add2	adenosine deaminase	AVZ42220.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0972	1	.	+	ZMO1_ZMO0972	hopanoid biosynthesis associated glycosyl transferase protein HpnI	AVZ42221.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0973	1	.	+	ZMO1_ZMO0973	hopanoid biosynthesis associated radical SAM protein HpnJ	AVZ42222.1
ZM4	980136	993250	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966,ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0974	1	.	+	ZMO1_ZMO0974	hopanoid biosynthesis associated protein HpnK	AVZ42223.1
ZM4	980136	984681	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966;1	ZMO1_ZMO0964	1	.	+	ZMO1_ZMO0964	NodT family RND efflux system outer membrane lipoprotein	AVZ42213.1
ZM4	980136	984681	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966;1	ZMO1_ZMO0965	1	.	+	ZMO1_ZMO0965	efflux pump membrane protein	AVZ42214.1
ZM4	980136	984681	ZMO1_ZMO0964,ZMO1_ZMO0965,ZMO1_ZMO0966;1	ZMO1_ZMO0966	1	.	+	emrB	EmrB/QacA subfamily drug resistance transporter	AVZ42215.1
ZM4	984691	993249	ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0967	1	.	+	ZMO1_ZMO0967	NupC-like Na+ dependent nucleoside transporter	AVZ42216.1
ZM4	984691	993249	ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0968	1	.	+	ZMO1_ZMO0968	hypothetical protein	AVZ42217.1
ZM4	984691	993249	ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0969	1	.	+	ZMO1_ZMO0969	xanthine/uracil/vitamin C permease	AVZ42218.1
ZM4	984691	993249	ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0970	1	.	+	ZMO1_ZMO0970	purine nucleoside permease	AVZ42219.1
ZM4	984691	993249	ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0971	1	.	+	add2	adenosine deaminase	AVZ42220.1
ZM4	984691	993249	ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0972	1	.	+	ZMO1_ZMO0972	hopanoid biosynthesis associated glycosyl transferase protein HpnI	AVZ42221.1
ZM4	984691	993249	ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0973	1	.	+	ZMO1_ZMO0973	hopanoid biosynthesis associated radical SAM protein HpnJ	AVZ42222.1
ZM4	984691	993249	ZMO1_ZMO0967,ZMO1_ZMO0968,ZMO1_ZMO0969,ZMO1_ZMO0970,ZMO1_ZMO0971,ZMO1_ZMO0972,ZMO1_ZMO0973,ZMO1_ZMO0974;1	ZMO1_ZMO0974	1	.	+	ZMO1_ZMO0974	hopanoid biosynthesis associated protein HpnK	AVZ42223.1
ZM4	993251	994469	ZMO1_ZMO0975;2	ZMO1_ZMO0975	2	.	+	ZMO1_ZMO0975	putative membrane spanning protein	AVZ42224.1
ZM4	993349	994460	ZMO1_ZMO0975;1	ZMO1_ZMO0975	1	.	+	ZMO1_ZMO0975	putative membrane spanning protein	AVZ42224.1
ZM4	994470	994543	ZMO1_ZMOt020;1	ZMO1_ZMOt020	1	.	+	ZMO1_ZMOt020	tRNA-Gly	-
ZM4	994586	995751	ZMO1_ZMO0976;1	ZMO1_ZMO0976	1	.	-	xyrA	xylose reductase	AVZ42225.1
ZM4	995739	996729	ZMO1_ZMO0978;1	ZMO1_ZMO0978	1	.	-	ZMO1_ZMO0978	periplasmic binding protein	AVZ42226.1
ZM4	996731	999127	ZMO1_ZMO0979;1	ZMO1_ZMO0979	1	.	+	ZMO1_ZMO0979	TonB-dependent receptor	AVZ42227.1
ZM4	999153	1000367	ZMO1_ZMO0980;1	ZMO1_ZMO0980	1	.	-	dnaN	DNA polymerase III beta subunit	AVZ42228.1
ZM4	1000368	1005403	ZMO1_ZMO0981,ZMO1_ZMO0982,ZMO1_ZMO0983;1	ZMO1_ZMO0981	1	.	-	ZMO1_ZMO0981	ABC transporter ATP-binding protein	AVZ42229.1
ZM4	1000368	1005403	ZMO1_ZMO0981,ZMO1_ZMO0982,ZMO1_ZMO0983;1	ZMO1_ZMO0982	1	.	-	ZMO1_ZMO0982	ABC transporter permease	AVZ42230.1
ZM4	1000368	1005403	ZMO1_ZMO0981,ZMO1_ZMO0982,ZMO1_ZMO0983;1	ZMO1_ZMO0983	1	.	-	ZMO1_ZMO0983	type 1 ABC transporter solute-binding subunit	AVZ42231.1
ZM4	1005404	1008352	ZMO1_ZMO0984,ZMO1_ZMO0985,ZMO1_ZMO0986;1	ZMO1_ZMO0984	1	.	-	nlpD	lipoprotein NlpD	AVZ42232.1
ZM4	1005404	1008352	ZMO1_ZMO0984,ZMO1_ZMO0985,ZMO1_ZMO0986;1	ZMO1_ZMO0985	1	.	-	surE	5'-nucleotidase SurE	AVZ42233.1
ZM4	1005404	1008352	ZMO1_ZMO0984,ZMO1_ZMO0985,ZMO1_ZMO0986;1	ZMO1_ZMO0986	1	.	-	serS	seryl-tRNA synthetase	AVZ42234.1
ZM4	1008428	1009102	ZMO1_ZMO0987;1	ZMO1_ZMO0987	1	.	+	ZMO1_ZMO0987	TraR/DksA family transcriptional regulator	AVZ42235.1
ZM4	1009103	1009744	ZMO1_ZMO0988;1	ZMO1_ZMO0988	1	.	+	ZMO1_ZMO0988	DUF465 domain-containing protein	AVZ42237.1
ZM4	1009138	1009345	ZMO1_ZMO2009;1	ZMO1_ZMO2009	1	.	-	ZMO1_ZMO2009	DUF465 domain-containing protein	AVZ42236.1
ZM4	1009761	1010374	ZMO1_ZMO0989;1	ZMO1_ZMO0989	1	.	-	ibpA	heat-shock protein IbpA	AVZ42238.1
ZM4	1010678	1012342	ZMO1_ZMO0992;1	ZMO1_ZMO0992	1	.	-	ZMO1_ZMO0992	peptidase S10 serine carboxypeptidase	AVZ42239.1
ZM4	1012633	1013287	ZMO1_ZMO0994;1	ZMO1_ZMO0994	1	.	-	ZMO1_ZMO0994	uncharacterized protein	AVZ42240.1
ZM4	1013382	1015286	ZMO1_ZMO0996,ZMO1_ZMO0997;1	ZMO1_ZMO0996	1	.	+	mscS1	mechanosensitive ion channel MscS	AVZ42241.1
ZM4	1013382	1015286	ZMO1_ZMO0996,ZMO1_ZMO0997;1	ZMO1_ZMO0997	1	.	+	eda	2-dehydro-3-deoxyphosphogluconate aldolase/4-hydroxy-2-oxoglutarate aldolase	AVZ42242.1
ZM4	1015591	1016514	ZMO1_ZMO0998;1	ZMO1_ZMO0998	1	.	+	msrA	peptide methionine sulfoxide reductase	AVZ42243.1
ZM4	1015591	1016273	ZMO1_ZMO0998;2	ZMO1_ZMO0998	2	.	+	msrA	peptide methionine sulfoxide reductase	AVZ42243.1
ZM4	1016162	1017151	ZMO1_ZMO0999;1	ZMO1_ZMO0999	1	.	-	ZMO1_ZMO0999	L-threonylcarbamoyladenylate synthase	AVZ42244.1
ZM4	1017334	1019897	ZMO1_ZMO1000;1	ZMO1_ZMO1000	1	.	+	metE	5- methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	AVZ42245.1
ZM4	1020066	1021606	ZMO1_ZMO1001;1	ZMO1_ZMO1001	1	.	+	ZMO1_ZMO1001	amino acid/peptide transporter	AVZ42246.1
ZM4	1020070	1024673	ZMO1_ZMO1001,ZMO1_ZMO1002,ZMO1_ZMO1003,ZMO1_ZMO1004;1	ZMO1_ZMO1001	1	.	+	ZMO1_ZMO1001	amino acid/peptide transporter	AVZ42246.1
ZM4	1020070	1024673	ZMO1_ZMO1001,ZMO1_ZMO1002,ZMO1_ZMO1003,ZMO1_ZMO1004;1	ZMO1_ZMO1002	1	.	+	glmM	phosphoglucosamine mutase	AVZ42247.1
ZM4	1020070	1024673	ZMO1_ZMO1001,ZMO1_ZMO1002,ZMO1_ZMO1003,ZMO1_ZMO1004;1	ZMO1_ZMO1003	1	.	+	thiD	bifunctional hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	AVZ42248.1
ZM4	1020070	1024673	ZMO1_ZMO1001,ZMO1_ZMO1002,ZMO1_ZMO1003,ZMO1_ZMO1004;1	ZMO1_ZMO1004	1	.	+	rnhB	ribonuclease H	AVZ42249.1
ZM4	1021607	1024673	ZMO1_ZMO1002,ZMO1_ZMO1003,ZMO1_ZMO1004;1	ZMO1_ZMO1002	1	.	+	glmM	phosphoglucosamine mutase	AVZ42247.1
ZM4	1021607	1024673	ZMO1_ZMO1002,ZMO1_ZMO1003,ZMO1_ZMO1004;1	ZMO1_ZMO1003	1	.	+	thiD	bifunctional hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	AVZ42248.1
ZM4	1021607	1024673	ZMO1_ZMO1002,ZMO1_ZMO1003,ZMO1_ZMO1004;1	ZMO1_ZMO1004	1	.	+	rnhB	ribonuclease H	AVZ42249.1
ZM4	1024674	1027046	ZMO1_ZMO1005,ZMO1_ZMO1006;1	ZMO1_ZMO1005	1	.	+	ZMO1_ZMO1005	site-specific DNA-methyltransferase	AVZ42250.1
ZM4	1024674	1027046	ZMO1_ZMO1005,ZMO1_ZMO1006;1	ZMO1_ZMO1006	1	.	+	folP	dihydropteroate synthase	AVZ42251.1
ZM4	1027048	1027913	ZMO1_ZMO1007;1	ZMO1_ZMO1007	1	.	+	ZMO1_ZMO1007	UPF0187 domain-containing protein	AVZ42252.1
ZM4	1027914	1029615	ZMO1_ZMO1008;1	ZMO1_ZMO1008	1	.	+	glcD	glycolate oxidase subunit GlcD	AVZ42253.1
ZM4	1029615	1030997	ZMO1_ZMO1009,ZMO1_ZMO1010;1	ZMO1_ZMO1009	1	.	+	ZMO1_ZMO1009	SapC family protein	AVZ42254.1
ZM4	1029615	1030997	ZMO1_ZMO1009,ZMO1_ZMO1010;1	ZMO1_ZMO1010	1	.	+	ZMO1_ZMO1010	DUF4186 domain-containing protein	AVZ42255.1
ZM4	1031020	1031095	ZMO1_ZMOt021;1	ZMO1_ZMOt021	1	.	-	ZMO1_ZMOt021	tRNA-Phe	-
ZM4	1031096	1033381	ZMO1_ZMO1011,ZMO1_ZMO1012,ZMO1_ZMO1013,ZMO1_ZMO1014;1	ZMO1_ZMO1011	1	.	-	ZMO1_ZMO1011	YacG/DUF329 family protein	AVZ42256.1
ZM4	1031096	1033381	ZMO1_ZMO1011,ZMO1_ZMO1012,ZMO1_ZMO1013,ZMO1_ZMO1014;1	ZMO1_ZMO1012	1	.	-	ZMO1_ZMO1012	uncharacterized protein	AVZ42257.1
ZM4	1031096	1033381	ZMO1_ZMO1011,ZMO1_ZMO1012,ZMO1_ZMO1013,ZMO1_ZMO1014;1	ZMO1_ZMO1013	1	.	-	ZMO1_ZMO1013	septum formation inhibitor Maf	AVZ42258.1
ZM4	1031096	1033381	ZMO1_ZMO1011,ZMO1_ZMO1012,ZMO1_ZMO1013,ZMO1_ZMO1014;1	ZMO1_ZMO1014	1	.	-	infA	translation initiation factor IF-1	AVZ42259.1
ZM4	1033376	1036980	ZMO1_ZMO1015,ZMO1_ZMO1016,ZMO1_ZMO1017,ZMO1_ZMO1018;1	ZMO1_ZMO1015	1	.	-	ZMO1_ZMO1015	DUF330 domain-containing protein	AVZ42260.1
ZM4	1033376	1036980	ZMO1_ZMO1015,ZMO1_ZMO1016,ZMO1_ZMO1017,ZMO1_ZMO1018;1	ZMO1_ZMO1016	1	.	-	ZMO1_ZMO1016	MCE family protein	AVZ42261.1
ZM4	1033376	1036980	ZMO1_ZMO1015,ZMO1_ZMO1016,ZMO1_ZMO1017,ZMO1_ZMO1018;1	ZMO1_ZMO1017	1	.	-	ZMO1_ZMO1017	iron ABC transporter ATP-binding protein	AVZ42262.1
ZM4	1033376	1036980	ZMO1_ZMO1015,ZMO1_ZMO1016,ZMO1_ZMO1017,ZMO1_ZMO1018;1	ZMO1_ZMO1018	1	.	-	ZMO1_ZMO1018	DUF140 domain-containing protein	AVZ42263.1
ZM4	1037080	1039500	ZMO1_ZMO1019,ZMO1_ZMO1020;1	ZMO1_ZMO1019	1	.	-	dys	deoxyhypusine synthase	AVZ42264.1
ZM4	1037080	1039500	ZMO1_ZMO1019,ZMO1_ZMO1020;1	ZMO1_ZMO1020	1	.	-	lysA1	diaminopimelate decarboxylase LysA	AVZ42265.1
ZM4	1039498	1040453	ZMO1_ZMO1021;1	ZMO1_ZMO1021	1	.	-	ZMO1_ZMO1021	alpha/beta fold family hydrolase-like protein	AVZ42266.1
ZM4	1040248	1041588	ZMO1_ZMO1022;1	ZMO1_ZMO1022	1	.	+	nifS1	cysteine desulfurase NifS/SufS	AVZ42267.1
ZM4	1041589	1042511	ZMO1_ZMO1023;1	ZMO1_ZMO1023	1	.	+	ZMO1_ZMO1023	putative 7-cyano-7-deazaguanine synthase QueC	AVZ42268.1
ZM4	1042627	1045588	ZMO1_ZMO1025,ZMO1_ZMO1026,ZMO1_ZMO1027;1	ZMO1_ZMO1025	1	.	+	nrdD	anaerobic ribonucleoside-triphosphate reductase	AVZ42269.1
ZM4	1042627	1045588	ZMO1_ZMO1025,ZMO1_ZMO1026,ZMO1_ZMO1027;1	ZMO1_ZMO1026	1	.	+	ZMO1_ZMO1026	uncharacterized protein	AVZ42270.1
ZM4	1042627	1045588	ZMO1_ZMO1025,ZMO1_ZMO1026,ZMO1_ZMO1027;1	ZMO1_ZMO1027	1	.	+	pflA1	pyruvate-formate lyase-activating enzyme RflA	AVZ42271.1
ZM4	1042627	1047493	ZMO1_ZMO1025,ZMO1_ZMO1026,ZMO1_ZMO1027,ZMO1_ZMO1029,ZMO1_ZMO1030;1	ZMO1_ZMO1025	1	.	+	nrdD	anaerobic ribonucleoside-triphosphate reductase	AVZ42269.1
ZM4	1042627	1047493	ZMO1_ZMO1025,ZMO1_ZMO1026,ZMO1_ZMO1027,ZMO1_ZMO1029,ZMO1_ZMO1030;1	ZMO1_ZMO1026	1	.	+	ZMO1_ZMO1026	uncharacterized protein	AVZ42270.1
ZM4	1042627	1047493	ZMO1_ZMO1025,ZMO1_ZMO1026,ZMO1_ZMO1027,ZMO1_ZMO1029,ZMO1_ZMO1030;1	ZMO1_ZMO1027	1	.	+	pflA1	pyruvate-formate lyase-activating enzyme RflA	AVZ42271.1
ZM4	1042627	1047493	ZMO1_ZMO1025,ZMO1_ZMO1026,ZMO1_ZMO1027,ZMO1_ZMO1029,ZMO1_ZMO1030;1	ZMO1_ZMO1029	1	.	+	ZMO1_ZMO1029	ABC transporter related protein	AVZ42272.1
ZM4	1042627	1047493	ZMO1_ZMO1025,ZMO1_ZMO1026,ZMO1_ZMO1027,ZMO1_ZMO1029,ZMO1_ZMO1030;1	ZMO1_ZMO1030	1	.	+	ZMO1_ZMO1030	putative EfiE/EfiG/ABC2 family lantabiotic-exporting membrane pepmease	AVZ42273.1
ZM4	1045598	1047501	ZMO1_ZMO1029,ZMO1_ZMO1030;1	ZMO1_ZMO1029	1	.	+	ZMO1_ZMO1029	ABC transporter related protein	AVZ42272.1
ZM4	1045598	1047501	ZMO1_ZMO1029,ZMO1_ZMO1030;1	ZMO1_ZMO1030	1	.	+	ZMO1_ZMO1030	putative EfiE/EfiG/ABC2 family lantabiotic-exporting membrane pepmease	AVZ42273.1
ZM4	1047504	1048782	ZMO1_ZMO1032;1	ZMO1_ZMO1032	1	.	+	rlmN	dual-specificity RNA methyltransferase RlmN	AVZ42274.1
ZM4	1048728	1050095	ZMO1_ZMO1033;1	ZMO1_ZMO1033	1	.	+	cfa	cyclopropane fatty-acyl-phospholipid synthase Cfa	AVZ42275.1
ZM4	1049982	1050056	ZMO1_ZMOt022;1	ZMO1_ZMOt022	1	.	-	ZMO1_ZMOt022	tRNA-Thr	-
ZM4	1050122	1050864	ZMO1_ZMO1034;1	ZMO1_ZMO1034	1	.	-	ZMO1_ZMO1034	calcium-binding EF-hand-containing protein	AVZ42276.1
ZM4	1050865	1052307	ZMO1_ZMO1036;1	ZMO1_ZMO1036	1	.	+	argG	argininosuccinate synthase ArgG	AVZ42277.1
ZM4	1052381	1052455	ZMO1_ZMOt052;1	ZMO1_ZMOt052	1	.	-	ZMO1_ZMOt052	tRNA-Thr	-
ZM4	1052721	1054767	ZMO1_ZMO1039;1	ZMO1_ZMO1039	1	.	-	nrdA	ribonucleoside-diphosphate reductase alpha subunit	AVZ42278.1
ZM4	1055356	1058581	ZMO1_ZMO1040;1	ZMO1_ZMO1040	1	.	+	ZMO1_ZMO1040	TonB-dependent receptor	AVZ42279.1
ZM4	1058720	1058796	ZMO1_ZMOt023;1	ZMO1_ZMOt023	1	.	+	ZMO1_ZMOt023	tRNA-Arg	-
ZM4	1058804	1059450	ZMO1_ZMO1041;1	ZMO1_ZMO1041	1	.	-	ZMO1_ZMO1041	NUDIX-like hydrolase	AVZ42280.1
ZM4	1058809	1061354	ZMO1_ZMO1041,ZMO1_ZMO1042,ZMO1_ZMO1043;1	ZMO1_ZMO1041	1	.	-	ZMO1_ZMO1041	NUDIX-like hydrolase	AVZ42280.1
ZM4	1058809	1061354	ZMO1_ZMO1041,ZMO1_ZMO1042,ZMO1_ZMO1043;1	ZMO1_ZMO1042	1	.	-	ZMO1_ZMO1042	DUF477 domain-containing protein	AVZ42281.1
ZM4	1058809	1061354	ZMO1_ZMO1041,ZMO1_ZMO1042,ZMO1_ZMO1043;1	ZMO1_ZMO1043	1	.	-	ZMO1_ZMO1043	LemA family protein	AVZ42282.1
ZM4	1059451	1061361	ZMO1_ZMO1042,ZMO1_ZMO1043;1	ZMO1_ZMO1042	1	.	-	ZMO1_ZMO1042	DUF477 domain-containing protein	AVZ42281.1
ZM4	1059451	1061361	ZMO1_ZMO1042,ZMO1_ZMO1043;1	ZMO1_ZMO1043	1	.	-	ZMO1_ZMO1043	LemA family protein	AVZ42282.1
ZM4	1061299	1061871	ZMO1_ZMO1044;1	ZMO1_ZMO1044	1	.	+	ZMO1_ZMO1044	large conductance mechanosensitive channel protein	AVZ42283.1
ZM4	1061914	1063524	ZMO1_ZMO1045;1	ZMO1_ZMO1045	1	.	-	ZMO1_ZMO1045	phosphate-selective porin O and P	AVZ42284.1
ZM4	1063484	1063716	ZMO1_ZMO2077;1	ZMO1_ZMO2077	1	.	+	ZMO1_ZMO2077	hypothetical protein	QIZ64069.1
ZM4	1063484	1064811	ZMO1_ZMO2077,ZMO1_ZMO1047;1	ZMO1_ZMO2077	1	.	+	ZMO1_ZMO2077	hypothetical protein	QIZ64069.1
ZM4	1063484	1064811	ZMO1_ZMO2077,ZMO1_ZMO1047;1	ZMO1_ZMO1047	1	.	+	pstS	phosphate ABC transporter substrate-binding protein PstS	AVZ42285.1
ZM4	1063729	1067631	ZMO1_ZMO1047,ZMO1_ZMO1048,ZMO1_ZMO1049,ZMO1_ZMO1050;1	ZMO1_ZMO1047	1	.	+	pstS	phosphate ABC transporter substrate-binding protein PstS	AVZ42285.1
ZM4	1063729	1067631	ZMO1_ZMO1047,ZMO1_ZMO1048,ZMO1_ZMO1049,ZMO1_ZMO1050;1	ZMO1_ZMO1048	1	.	+	pstC	phosphate ABC transporter inner membrane subunit PstC	AVZ42286.1
ZM4	1063729	1067631	ZMO1_ZMO1047,ZMO1_ZMO1048,ZMO1_ZMO1049,ZMO1_ZMO1050;1	ZMO1_ZMO1049	1	.	+	pstA	phosphate ABC transporter inner membrane subunit PstA	AVZ42287.1
ZM4	1063729	1067631	ZMO1_ZMO1047,ZMO1_ZMO1048,ZMO1_ZMO1049,ZMO1_ZMO1050;1	ZMO1_ZMO1050	1	.	+	pstB	phosphate ABC transporter ATPase subunit	AVZ42288.1
ZM4	1064812	1067633	ZMO1_ZMO1048,ZMO1_ZMO1049,ZMO1_ZMO1050;1	ZMO1_ZMO1048	1	.	+	pstC	phosphate ABC transporter inner membrane subunit PstC	AVZ42286.1
ZM4	1064812	1067633	ZMO1_ZMO1048,ZMO1_ZMO1049,ZMO1_ZMO1050;1	ZMO1_ZMO1049	1	.	+	pstA	phosphate ABC transporter inner membrane subunit PstA	AVZ42287.1
ZM4	1064812	1067633	ZMO1_ZMO1048,ZMO1_ZMO1049,ZMO1_ZMO1050;1	ZMO1_ZMO1050	1	.	+	pstB	phosphate ABC transporter ATPase subunit	AVZ42288.1
ZM4	1067812	1068696	ZMO1_ZMO1052;1	ZMO1_ZMO1052	1	.	+	purC	phosphoribosylaminoimidazole-succinocarboxamide synthase	AVZ42289.1
ZM4	1068697	1071356	ZMO1_ZMO1054;1	ZMO1_ZMO1054	1	.	+	parC	DNA topoisomerase IV A subunit	AVZ42290.1
ZM4	1071484	1073394	ZMO1_ZMO1055;1	ZMO1_ZMO1055	1	.	+	ZMO1_ZMO1055	bifunctional diguanylate cyclase (GGDEF)/phosphodiesterase	AVZ42291.1
ZM4	1073260	1075126	ZMO1_ZMO1056,ZMO1_ZMO1057;1	ZMO1_ZMO1056	1	.	-	cca	polynucleotide adenylyltransferase	AVZ42292.1
ZM4	1073260	1075126	ZMO1_ZMO1056,ZMO1_ZMO1057;1	ZMO1_ZMO1057	1	.	-	ZMO1_ZMO1057	GCN5-related N-acetyltransferase	AVZ42293.1
ZM4	1075247	1075927	ZMO1_ZMO1059;1	ZMO1_ZMO1059	1	.	+	ZMO1_ZMO1059	dihydroneopterin aldolase	AVZ42294.1
ZM4	1075628	1076704	ZMO1_ZMO1060;1	ZMO1_ZMO1060	1	.	-	sod	superoxide dismutase	AVZ42295.1
ZM4	1075949	1076679	ZMO1_ZMO1060;2	ZMO1_ZMO1060	2	.	-	sod	superoxide dismutase	AVZ42295.1
ZM4	1076812	1077888	ZMO1_ZMO1061;1	ZMO1_ZMO1061	1	.	-	pspF	Fis family sigma54-specific transcriptional acivator	AVZ42296.1
ZM4	1078040	1080347	ZMO1_ZMO1062,ZMO1_ZMO1063,ZMO1_ZMO1064,ZMO1_ZMO1065;1	ZMO1_ZMO1062	1	.	+	pspD	putative peripheral inner membrane phage shock protein pspD	AVZ42297.1
ZM4	1078040	1080347	ZMO1_ZMO1062,ZMO1_ZMO1063,ZMO1_ZMO1064,ZMO1_ZMO1065;1	ZMO1_ZMO1063	1	.	+	pspA	phage shock protein A PspA	AVZ42298.1
ZM4	1078040	1080347	ZMO1_ZMO1062,ZMO1_ZMO1063,ZMO1_ZMO1064,ZMO1_ZMO1065;1	ZMO1_ZMO1064	1	.	+	pspB	phage shock protein B PspB	AVZ42299.1
ZM4	1078040	1080347	ZMO1_ZMO1062,ZMO1_ZMO1063,ZMO1_ZMO1064,ZMO1_ZMO1065;1	ZMO1_ZMO1065	1	.	+	pspC	phage shock protein C PspC	AVZ42300.1
ZM4	1080348	1081310	ZMO1_ZMO1067,ZMO1_ZMO1068;1	ZMO1_ZMO1067	1	.	+	sufE	sulfur acceptor protein	AVZ42302.1
